date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,server1_ioc,server2_ioc,server1b,server2b,server1b_ioc,server2b_ioc
2016-09-12,22:31:48,Quebec City,Doubles,WTA,16,Francoise Abanda,Naomi Broady,1,rRrR;ASSDRRR;DssDSs;SSSRrRR;SARSS;rRsDR;SSSrS.sSSRs;SDSRSS;RSRSRR;ASSS;SrSSs;RRSsSDS;SRrsSS;SRRSSS;SSSRRRS;rRrR;sSRss;RSRSSs;s/RR/SS/SR/Rr/R.S/sR/SS/RS/rR/AS/SS/rS/RR/rS/SS/r,1-6 7-6(3) 10-12,1,R16,Hardcourt,01:24:26,CAN,GBR,Elena Bovina,Sanaz Marand,RUS,USA
2016-09-13,23:16:52,Quebec City,Doubles,WTA,16,Jamie Loeb,Andrea Hlavackova,0,SsrSRRR;DSrssS;RsRSRR;DSRsRAR;RrRr;ssss;SSSRS;SrSSS.RrSRSr;ASsS;ssRRRR;sSSS;RSSRRsr;ssSDRA,6-2 6-0,1,R16,Hardcourt,00:41:45,USA,CZE,Carol Zhao,Lucie Hradecka,CAN,CZE
2016-09-14,1:26:14,Quebec City,Doubles,WTA,16,Eugenie Bouchard,Alla Kudryavtseva,1,SRRDssS;sSRrrR;SsRrSS;SSSS;RRRsSsR;srrSSrr;RDrR;ssrRSS;SRRDr;SRsSS.rSrSSrS;SRrRASS;SDRSSS;RSRDSSS;SSSS;RssADS;SSSrS;RsSRSS;DDSRr;RsrsRSS,4-6 4-6,1,R16,Hardcourt,01:10:26,CAN,RUS,Jessica Pegula,Alexandra Panova,USA,RUS
2016-09-14,9:18:22,Tokyo I,Doubles,WTA,16,Misaki Doi,Demi Schuurs,1,RsssRS;ArRRSSD;Dsrrr;rSssA;DsrRsSr;DRSrr;SRrSSRr;RssrrSr;SRSSRS;rSSrSS;rsRRR;SSSrrrS.SRAsrs;DRSsRsR;SRSrrSs;SSSrrRS;RSRsSS;SRSRSS;SrSRrR;SRSSRS;RRsSsrs;DSDSRSR.R/sS/RS/SR/Sr/Ss/RS/S,5-7 6-4 4-10,1,R16,Hardcourt,01:48:35,JPN,NED,Kurumi Nara,Renata Voracova,JPN,CZE
2016-09-15,20:04:04,Quebec City,Doubles,WTA,16,Jovana Jaksic,Maria Irigoyen,1,RrRr;SRSSS;SSrSS;RSrRSR;DSSRss;sSRSS;RRSSRSS;SSsRS;SrRRsR;sRRSDSS.RSrrr;RSSSS;DSRSRR;SssS;RSSSRS;RRrr;SRsSRRR;RrSSRSR;RrRSSSS;RSArSs,4-6 4-6,1,QF,Hardcourt,01:08:10,SRB,ARG,Barbora Stefkova,Barbora Krejcikova,CZE,CZE
2016-09-17,23:57:48,Quebec City,Doubles,WTA,16,Maria Irigoyen,Alla Kudryavtseva,0,RRSsrr;rSsRSrR;RsSSRRS;rSSSS;RrRSr;RsrSSs;RRssSS;DRsRSSS;SsRSS;rSSAS.rsRRSSS;sSRSS;DsSSRS;SsSDRRS;RASsRS;srRSRsS;rSrRSR;RSrSRSs;SSSs;RrASsDs,6-4 6-4,1,SF,Hardcourt,01:13:45,ARG,RUS,Barbora Krejcikova,Alexandra Panova,CZE,RUS
2016-09-17,3:17:17,Quebec City,Doubles,WTA,16,Veronica Cepede Royg,Andrea Hlavackova,0,sRsSRs;rSrsRSS;rSsSS;RrSSRSS;SRRRR;sAAs;SSrsrrS;ADSRSS;RSRsss;SDDsArS.rssSS;SSRsS;rsSSS;rSRSSS;SRSRrsr;ssAS;SrRRR;ARRAsS,6-4 6-2,1,SF,Hardcourt,01:03:23,PAR,CZE,Elitsa Kostova,Lucie Hradecka,BUL,CZE
2016-09-17,9:24:32,Tokyo I,Doubles,WTA,16,Shuko Aoyama,Jocelyn Rae,0,RrRR;SDSRSrR;sRRSSS;rDRR;RrRsr;SSSRS;rSSSRS;RrRSR;RSSrSS.SrRSsS;SSSrRS;RsSRrR;SSSRDS;RSRRR;RSRRSR;RsSDSDS;sSSS;SRRssRR,6-3 6-3,1,F,Hardcourt,00:56:42,JPN,GBR,Makoto Ninomiya,Anna Smith,JPN,GBR
2016-09-18,19:41:11,Quebec City,Doubles,WTA,16,Andrea Hlavackova,Alla Kudryavtseva,0,srRRSsD;DSrRr;SsSDS;sSSDRs;ssrRsrD;SSSRrS;RRSSSs;SSrrrD;sSRsRDR;RRSDR;SsSrs;SArrSs;s/Sr/RS/Rr/ss.RRArSsS;sSSS;RRSrR;SRSrrR;DASsrS;srSRsRS;RSRSss;RSsRsS;DSSSrS;SsSrDDS;SSRSrS;SsSS;r/ss/RS/Ss/SR,7-6(2) 7-6(2),1,F,Hardcourt,01:39:25,CZE,RUS,Lucie Hradecka,Alexandra Panova,CZE,RUS
2016-09-20,11:34:35,Seoul,Doubles,WTA,16,Na-Lae Han,Akiko Omae,0,RSsSrRS;SsSRrS;rDRSssR;SrSrAS;ssSRrs;rSSrSDS;SrsSrs;SrDRSSS;sssRRrS;SsSS.RRSRR;sSSs;rrRsD;SRSrRr;RSRRSSS;SrSDSS;rrsssS;RSSRRSs;RrSrR,6-4 6-3,1,R16,Hardcourt,01:12:49,KOR,JPN,Nicha Lertpitaksinchai,Peangtarn Plipuech,THA,THA
2016-09-21,12:20:17,Seoul,Doubles,WTA,16,Su Jeong Jang,Tamira Paszek,0,SSSRRRR;RSRRSSR;RSRSSS;rrRr;sSSS;rSSRrSS;rRSDSSR;RSsRRD;sRSSs.RRsSSs;SSrsS;sRARSS;RRSSRSS;DRSSRSS;DRsRSR;RSRsRr;sRrrR;RSssS.R/ss/RS/ss/SS/rS/rA/SS,3-6 6-3 10-5,1,R16,Hardcourt,01:14:48,KOR,AUT,So-Ra Lee,Patricia Maria Tig,KOR,ROU
2016-09-21,4:11:36,Tokyo II,Doubles,WTA,16,Nicole Melichar,Arina Rodionova,1,RRsSrSS;SSSs;rRSSRR;SSsS;ssSrrS;RsSSS;SRsrRR;DsSss.SsSA;DsRRSR;srSsS;SsSrS;DSSARA;SsARRS;SsRSrRR;ssSRs;Ssrrss;sRSDRR.s/RS/rR/SS/SS/Sr/RR/SR/R,2-6 6-4 6-10,1,R16,Hardcourt,01:13:40,USA,AUS,Varatchaya Wongteanchai,Olga Savchuk,THA,UKR
2016-09-22,13:11:33,Guangzhou,Doubles,WTA,16,Asia Muhammad,Jennifer Brady,0,SSSS;RRRR;RSrsSRS;rSRARSR;ArSrsS;RSrASs;SSSrS.SrsDSS;SDrSSs;rRRr;SSSs;SRrrSr;SsSRRRS;SRsRSS;SSrSS,6-1 6-2,1,QF,Hardcourt,00:50:08,USA,USA,Shuai Peng,Alison Riske,CHN,USA
2016-09-22,5:11:09,Tokyo II,Doubles,WTA,16,Shuko Aoyama,Gabriela Dabrowski,1,SRRRsR;RrSRSR;SSSS;SRSrRSr;RRSSDR;SSRSs;sSSRS;RrsSss;RRRR;SRrRR;rrRD;sSRRrSr;r/RS/Ss/RS/RR/rS/R.SSsS;rSrSSS;SSrsRs;DRSSRR;SSRRsS;RrRR;RsRRSr;sSrSrS;SrRSSrR;SSSrs;RRSRSr;SSRSrrR;s/Sr/RS/RS/rR/rR/RS/r,6(5)-7 6(6)-7,1,QF,Hardcourt,01:53:35,JPN,CAN,Makoto Ninomiya,Maria Jose Martinez Sanchez,JPN,ESP
2016-09-24,12:04:07,Guangzhou,Doubles,WTA,16,Asia Muhammad,Olga Govortsova,0,SsRSrS;SSRRSS;SRrSSS;SRSDsS;sSss;rRSsSRR;RSRSSS;SRRDr.AsrrSS;RSSSRs;sSsS;SsSS;SSss;SSRsRrR;RSrSrR;RASSS;ASSs;SSRARS;rrrR;sDDSRSR;R/Sr/RS/RR/sS/R,6-2 7-6(3),1,F,Hardcourt,01:20:42,USA,BLR,Shuai Peng,Vera Lapko,CHN,BLR
2016-09-24,8:40:29,Seoul,Doubles,WTA,16,Ksenia Lykina,Kirsten Flipkens,1,SrrSsrs;DSSsS;ASsS;rSsRAS;rRrsR;sDRSRsS;sDrSrSR;sSrrsrS.DSRSRR;ssRDSs;sSRDSS;SSAS;RrsSDSR;rRSRR;DSRrSD;SrRSAs,2-6 2-6,1,SF,Hardcourt,00:56:09,RUS,BEL,Riko Sawayanagi,Johanna Larsson,JPN,SWE
2016-09-25,9:44:25,Seoul,Doubles,WTA,16,Kirsten Flipkens,Akiko Omae,1,SSsS;SSRDRss;sSDsrS;RrSRr;ssSrrs;SRSSS;RrSSSS;RRRr.RRRSsSR;RsRSsrr;sRSsrs;SssRS;SSrsrS;ssSRrrR;sSrRrR;RSsrRR;rSASS,2-6 3-6,1,F,Hardcourt,01:04:26,BEL,JPN,Johanna Larsson,Peangtarn Plipuech,SWE,THA
2016-09-30,14:35:04,Wuhan,Doubles,WTA,32,Hao-Ching Chan,Sania Mirza,0,RrRSsSS;sSSS;SSDRSrr;SRRsRR;RRRr;rRrSR;RRRSSSr;DSRRR;RRrr;SASs.SRSDRsS;RsrSrSD;SSSs;sSrRSS;SSrsA;rSSsS;SrrsrR;SRRRR;SSrSRS.R/rs/rs/RS/SS/Sr/SR/RS/SS,6-4 3-6 10-7,1,SF,Hardcourt,01:24:43,TPE,IND,Yung-Jan Chan,Barbora Strycova,TPE,CZE
2016-09-30,7:11:17,Wuhan,Doubles,WTA,32,Christina McHale,Bethanie Mattek-Sands,1,DRSSrR;SSrRRR;sSrRrr;SSRRsRR;RrSDSSR;sSsS;SRRsRSS;RSRRD;SRrRR;SSRsS.RSRsSS;sSDSRS;SRSSS;SRSSS;SsSS;SrSRRSS;SDRrSR;SSRrSrS;RRSSRD,4-6 3-6,1,SF,Hardcourt,01:11:58,USA,USA,Shuai Peng,Lucie Safarova,CHN,CZE
2016-10-01,11:56:28,Beijing,Doubles,WTA,32,Gabriela Dabrowski,Daria Kasatkina,1,rSSSs;rDRr;sRSRsS;SRSrsS;rSDRSSS;RSAsS;SSSS;sRRSSRS;SrrSDss.RSSRSs;sSSS;sSSs;sSSRs;sSrrRSS;RRssSS;rSRsrSR;RsSArrs;sSsS;SrSRsS,3-6 4-6,1,R32,Hardcourt,01:09:32,CAN,RUS,Maria Jose Martinez Sanchez,Alicja Rosolska,ESP,POL
2016-10-01,7:11:39,Wuhan,Doubles,WTA,32,Sania Mirza,Bethanie Mattek-Sands,0,RRSRsR;SSSRA;sRSSRS;RSrrSSS;RSDrR;DSrrSSS;RrRR.ssSS;SSRRrSR;rrSRR;RsRrR;SSSS;SSSS;SSSS;SssRS;rArrr;rRrr,6-1 6-4,1,F,Hardcourt,01:01:32,IND,USA,Barbora Strycova,Lucie Safarova,CZE,CZE
2016-10-05,13:14:27,Beijing,Doubles,WTA,32,Christina McHale,Ekaterina Makarova,0,RRsRR;SrSRsS;sSSS;sssS;sRSRSS;SrSRrR;SssRS;RrrsSsR;srARSS.SrSRRR;RSSRARS;rSRrR;SRrRR;DrSRsr;SRsRRSS;rRSSsRR,6-3 6-1,1,R16,Hardcourt,01:03:13,USA,RUS,Shuai Peng,Elena Vesnina,CHN,RUS
2016-10-09,6:11:12,Beijing,Doubles,WTA,32,Caroline Garcia,Bethanie Mattek-Sands,1,Srsss;RssARS;RRRssr;rRrSSR;rSSsS;sSSs;SSSS;SRSSS;SSSRRRr;rSsss.SSSRRrR;SsRrRSS;SSsRRS;rRSSRr;RrASDr;rrSSSs;SrSSrs;rSSSS;SRSrrSs;SRSsrs,4-6 4-6,1,F,Hardcourt,01:17:33,FRA,USA,Kristina Mladenovic,Lucie Safarova,FRA,CZE
2016-10-10,12:17:18,Hong Kong,Doubles,WTA,16,Basak Eraydin,Andreja Klepac,1,DrsSSDD;Ssss;srSrSrS;SSSrS;rSrRSR;RssRRR;ADSSS;ssSrDS;SRsrDR.RSSsS;RRrr;DSrrSSR;rrsSSRR;RSRSRr;RSrRSSS;SRSss;RSsDRR;SRSRRSR;RDSRr,3-6 4-6,1,R16,Hardcourt,01:07:08,TUR,SLO,Polina Leykina,Katarina Srebotnik,RUS,SLO
2016-10-10,19:59:01,Linz,Doubles,WTA,16,Lenka Kuncikova,Madison Brengle,1,RSSRSRS;SRSSS;RSRrSSR;SASRS;RDrR;RsSSS;ASSrDs;RrsRr;rSRSrSS;RsSrRR;DDsSsRR;SRrRSSS.ASRsS;RSRSSS;RSRRR;SRSSs;SSSRS;RSDSrsR;RSsrRR;SSAS;SrsrRR,5-7 3-6,1,R16,Indoor,01:05:01,CZE,USA,Karolina Stuchla,Nicola Geuer,CZE,GER
2016-10-15,16:28:04,Linz,Doubles,WTA,16,Raquel Atawo,Anna-Lena Groenefeld,1,SRRRR;SSSS;rDSRR;SsRDss;RSsrSs;SRrsSrS;RrSSRss;SSSrRS.SSRRrSS;SSRSS;RsrRR;SSsS;SsRSs;ssSS;RSrSsDS;RssSrRS;sRsSS;SSsrDDD;SSRDRSR;sSDrrSS,2-6 5-7,1,SF,Indoor,01:19:08,USA,GER,Abigail Spears,Kveta Peschke,USA,CZE
2016-10-16,11:37:00,Linz,Doubles,WTA,16,Kiki Bertens,Anna-Lena Groenefeld,1,rSRRsr;DRRsR;rRRSSR;SDDRSr;SRsRrSS;SSRss;SDSSS;SrSRSs;SRrRSr;ssSs.SSRsS;srsrDSS;RSSRsS;DSRSSS;SSSrS;sDrRR;SRsRSRS;RRRSSR.S/rS/RS/sR/rS/sr/sR/RS/SS,6-4 2-6 7-10,1,F,Indoor,01:16:45,NED,GER,Johanna Larsson,Kveta Peschke,SWE,CZE
2016-10-16,11:41:00,Tianjin,Doubles,WTA,16,Christina McHale,Magda Linette,1,ARSRRSR;RrsRr;rRssSS;sRsDSS;SSSS;DSrSrsS;SRSRRsR;RRSRSSR;SrSRrr;RsrsRsr;sSrRSRr;rRrR;S/Sr/rS/Rr/RR/Ar/rR/RR/rS/R.rSRsRr;SRSrSrS;RsRrSsr;SRSRRsS;SrsRRR;ssDSs,6(8)-7 0-6,1,F,Hardcourt,01:24:57,USA,POL,Shuai Peng,Yi-Fan Xu,CHN,CHN
2016-10-16,12:29:48,Hong Kong,Doubles,WTA,16,Hao-Ching Chan,Naomi Broady,0,SSSrS;sSRSRS;rRrSR;RSRrAD;RRrsSSS;rArSSrS;SRSDsS;RSrrSSD;sRSSRS.RrSrSsD;SSSrS;RRSsrsR;SSSS;RrSSSRS;sSSS;RRSrSr,6-3 6-1,1,F,Hardcourt,01:02:25,TPE,GBR,Yung-Jan Chan,Heather Watson,TPE,GBR
2016-10-17,14:54:29,Moscow,Doubles,WTA,16,Anna Kalinskaya,Lidziya Marozava,0,rsSDRSR;RDSRSSs;SsRsS;SRSsrRD;DsSDRR;rRRR;RSrDSR;rSRRR;SDRRsr;SRsSDRS.SsRSS;RSRSSS;SrSSrRS;RRRR;sSsRS;RSsRDSs;srrSSS;DSsRRR.S/RR/rs/DR/Ss/rS/A,4-6 6-2 10-2,1,R16,Indoor,01:20:33,RUS,BLR,Olesya Pervushina,Marina Melnikova,RUS,RUS
2016-10-18,17:01:35,Moscow,Doubles,WTA,16,Ekaterina Makarova,Daria Gavrilova,1,rRsrSSr;RsSSs;SRSRRSr;SssrS;ssRsS;srrrSSS;RSsSRrS;rRRD;RSRsSRR.SSDrSDr;RSrSrr;rSSrRR;RRRR;SRrSSS;SrsSrS;rsSRRR;rSSRSS;RASRSS;RSSDSS.R/Sr/Sr/DS/Ss/SR/RS/rr/s,3-6 6-4 6-10,1,R16,Indoor,01:34:27,RUS,AUS,Elena Vesnina,Daria Kasatkina,RUS,RUS
2016-10-18,18:54:04,Moscow,Doubles,WTA,16,Timea Babos,Anastasia Rodionova,1,RsRSrR;RDSRSR;rssSS;SSRRsS;DRRD;RrRR;RsrSRsr;SRRsSS;DSRsSS;rSrsrSr;sRRSRSS;RrsSSS;S/RS/RR/RD/SS/SR.RSRSrr;SrsRSrR;SSrrSrs;SsrSS;SrRSRSD;SRSSRS;rrSsRsS;SsSrRS;SSrss;RSSSS,6(4)-7 4-6,1,R16,Indoor,01:33:34,HUN,AUS,Anastasia Pavlyuchenkova,Olga Savchuk,RUS,UKR
2016-10-18,19:42:33,Moscow,Doubles,WTA,16,Katerina Siniakova,Belinda Bencic,1,ssDRRSS;RSsSrS;SrSRRAS;RRrAR;SSSs;RDRSssr;SrSARrR;SRRSsrR.RSRSSrS;RrSRr;SSSs;sRSRSS;RRrsSSS;sSsDRRs;SrRSRR;DRSRSR;sDSSrrS,2-6 3-6,1,R16,Indoor,01:01:36,CZE,SUI,Katarina Srebotnik,Kristina Mladenovic,SLO,FRA
2016-10-19,20:50:48,Moscow,Doubles,WTA,16,Paula Kania,Timea Babos,1,srSRSS;RSSrSs;RRrSR;RSRRr;RsSsrS;SSSRrDR;SRRSDR;DsrDsSr;rsSDRR;SSSRrrR.SrSrRSs;RSssRs;RRSrR;SRRSRSR;sSDSRrS;SSSs;RSsSS;SRSrAs;SSSRS;rRRr,4-6 4-6,1,QF,Indoor,01:18:04,POL,HUN,Danka Kovinic,Anastasia Pavlyuchenkova,MNE,RUS
2016-10-20,16:23:58,Luxembourg,Doubles,WTA,16,Kirsten Flipkens,Kiki Bertens,1,rrrsSD;SRSsRS;RrSRSR;RRRSSR;sSSrS;srRRsR;SSrrRSS;SRSRSS;RSrSSrR;SsSS.SSSrS;RrDSr;ssSS;SSrRSS;RRSsDr;SrrARSR;SRsrRsS;rssss;RssSs.R/SR/SS/SR/SR/Rs/SS/SS/DS/sS/SS/Sr/s,4-6 6-3 11-13,1,QF,Indoor,01:19:42,BEL,NED,Elise Mertens,Johanna Larsson,BEL,SWE
2016-10-27,7:41:53,WTA Championships,Doubles,WTA,8,Caroline Garcia,Julia Goerges,0,SSSrS;srrsRSSS;SSSS;SsSS;RRSSrSSrRSSS;RSSDsRrSsS;rrDSSsRSss;rSASS;srSDRSARrSSs;sArRSRSRRR.RSRSSS;ARSSA;SsSDS;RRRR;sDDrSssRDSsA;sSrSrs;RsDSSRSS;RRSSSRRSRR,6-4 6-2,1,SF,Indoor,01:25:51,FRA,GER,Kristina Mladenovic,Karolina Pliskova,FRA,CZE
2016-10-28,15:23:44,WTA Championships,Doubles,WTA,8,Andrea Hlavackova,Ekaterina Makarova,1,rSSRSDSDrsrR;rSSDrSSS;SSSS;rSsrSs;RSRrSsRr;SSSS;DsSss;sASrRA.SssS;rSSSs;SRSSRRDSRsSS;SRsRSS;SRSSrS;rssRsS;SRSrRr;RRrr;SSRsrS;RSRsSS;Rrrr;SsDSRs,2-6 5-7,1,SF,Indoor,01:23:43,CZE,RUS,Lucie Hradecka,Elena Vesnina,CZE,RUS
2016-10-28,7:42:06,WTA Championships,Doubles,WTA,8,Martina Hingis,Hao-Ching Chan,1,SArSs;rSSRRsSs;SrRSRSSs;RRsSDSSrSS;SSrsS;SSSS;DSRSSS;sRSsS;RSSRrSSs;rSRsSS;SrrRASRR;RRSRr;S/sS/SS/Rs/Sr/sR/RR/rS/SS/ss/SA/R.RsSRRSSS;SrSSA;RRsRSR;rrRR;rrRr;rSRSSRAs;SsRrSS;RARrR;SSSRRS;rsSSA;SRrRr;SSSS,6(10)-7 5-7,1,SF,Indoor,01:54:50,SUI,TPE,Sania Mirza,Yung-Jan Chan,IND,TPE
2016-10-29,7:42:56,WTA Championships,Doubles,WTA,8,Bethanie Mattek-Sands,Caroline Garcia,1,SrSrrR;RRRSr;rASSRS;ssSrrrSS;sSSs;SSRSS;sSSrs;rsrSrSDR;srSsS.ssSS;sASS;rssRss;RSRRR;SsrrAs;sRsSS;SsAS;RRSDSSSS;RSrSArRr;srSsS;sRDSrSSDsRRr;SRRSSS,3-6 5-7,1,SF,Indoor,01:29:07,USA,FRA,Lucie Safarova,Kristina Mladenovic,CZE,FRA
2016-11-01,13:52:37,Elite Trophy,Doubles,WTA,4,Andreja Klepac,Oksana Kalashnikova,0,SRSRrSS;sRArrR;SrSRSS;RRRAR;SrRDSSS;rsSSrs;SSSS.SsSA;RSSSs;RSSDSS;RSARSrS;sSRRSS;SRARSS;SSADS;ssRSS;RrssSS;SRSSS;RSRSDSS;DsSrsrS;R/SS/RS/SS/R,6-1 7-6(1),1,Q,Hardcourt,01:13:26,SLO,GEO,Arantxa Parra Santonja,Tatjana Maria,ESP,GER
2016-11-30,6:34:15,Australian Open Asia-Pacific Wildcard PO,Doubles,WTA,16,Luksika Kumkhum,Yixuan Li,0,SSSS;SSsRRS;sDSsDRS;ASRssRS;RSRSSS;RSRSSS;sSSS;sRsSRS;RRSRR;RSRRD;srsrsS;RDSRSr.SSArs;SRRRR;sRSsRRs;RSDSSRS;SSrSs;SSRRsRS;SSSRS;RSRsSS;ssRsA,7-5 6-3,1,R16,Hardcourt,01:18:30,THA,CHN,Fang Ying Xun,Xu Liu Sun,CHN,CHN
2016-11-30,6:53:08,Australian Open Asia-Pacific Wildcard PO,Doubles,WTA,16,Shu-Ying Hsieh,Siyu Chen,1,SSrSS;RsDRsR;rSrRssR;SRSSRRR;SSSRRS;RSRRSSS;SSRRSS;RRSSRR.SSSS;RRRSR;RSSSS;DsRRR;SSSS;RRSSRR,2-6 0-6,1,R16,Hardcourt,00:44:51,TPE,CHN,Su-Wei Hsieh,Yidi Yang,TPE,CHN
2016-11-30,8:10:19,Australian Open Asia-Pacific Wildcard PO,Doubles,WTA,16,Chin-Wei Chan,Hanyu Guo,0,SRSrSs;RSSRRSS;RsRSSs;ssRSRS;rsSsS;RSrRSsR;sSsS;sSss;SrSSRs.RrSRR;sSSS;SRSsrRD;SDsRSs;SRRSRR;RsSSS,6-3 6-0,1,R16,Hardcourt,00:48:46,TPE,CHN,Junri Namigata,Xinyu Jiang,JPN,CHN
2016-12-01,5:36:55,Australian Open Asia-Pacific Wildcard PO,Doubles,WTA,16,Luksika Kumkhum,Jing Jing Lu,1,SDSrrR;SSSS;RRSsSrS;RrsRsSR;RSASRS;RRSRr;rrSRSR;SSSRRS;DRSSrSS;DSssS;DRSRSR;SrSsS.sRSrSRr;ssRRSS;RSRSsRS;SSSS;RRSRAR;SrSSS;sRRrR,5-7 1-6,1,QF,Hardcourt,01:07:16,THA,CHN,Fang Ying Xun,Xiaodi You,CHN,CHN
2016-12-01,6:38:20,Australian Open Asia-Pacific Wildcard PO,Doubles,WTA,16,Shu-Ying Hsieh,Peangtarn Plipuech,0,sSSS;RSRSrR;SSrSRS;SRSSs;SrSSS;rRSRSSR;RSRSSS.SSRSS;SRSSS;RRSSSS;rssrsRr;ssRSRS;SsRRSRS;SRSSRRS;RRSSRSS;SRrSSS.R/SS/rR/SR/rs/RS/Rs/S,1-6 6-3 10-4,1,QF,Hardcourt,01:03:56,TPE,THA,Su-Wei Hsieh,Varunya Wongteanchai,TPE,THA
2016-12-01,8:00:45,Australian Open Asia-Pacific Wildcard PO,Doubles,WTA,16,Jia-Qi Kang,Kai-Chen Chang,0,RSSRRR;RRRSSSR;RSRRSSS;RsSSS;SAsS;SrSRSs;DSRSrr;RSRDR;RDASsS;SRrSSRS;SRRRR;SSSRRs.sSSRS;SsSRs;ssrrRr;ARsRSS;SSSS;SSrRRSS;rRRSSR;RSSSRS,7-5 6-2,1,QF,Hardcourt,01:12:38,CHN,TPE,Yihong Li,Ching Wen Hsu,CHN,TPE
2016-12-02,7:35:46,Australian Open Asia-Pacific Wildcard PO,Doubles,WTA,16,Jing Jing Lu,Chin-Wei Chan,0,SSDRSRR;RsSSS;SrrSSRS;SsRrSrS;SSRSRS;RSRSRsS;SSRSS;RRSssrR;RRRR;RRSDSr;srSrRR;rSRSRSr;S/DS/RS/sR/Sr/sR/RR/S.ASSrs;RRSSRr;SSSRs;SRrSRSS;SRSSRRS;RSssS;SRSRRSS;RsRRSR,7-6(6) 6-2,1,SF,Hardcourt,01:32:27,CHN,TPE,Xiaodi You,Junri Namigata,CHN,JPN
2016-12-02,7:43:11,Australian Open Asia-Pacific Wildcard PO,Doubles,WTA,16,Kai-Chen Chang,Peangtarn Plipuech,1,rRSRR;SRSSs;SSSRS;sRRsSrR;RSRSRR;SRRRSr;SsSDS;RRSRR;SSSrS.SrRrSSr;SRRSSS;RsSSA;SSRRrSr;SRSrrr;SSRSS;RRSRR;SRsSS,3-6 2-6,1,SF,Hardcourt,00:58:15,TPE,THA,Ching Wen Hsu,Varunya Wongteanchai,TPE,THA
2016-12-03,10:44:30,Australian Open Asia-Pacific Wildcard PO,Doubles,WTA,16,Kai-Chen Chang,Chin-Wei Chan,1,rrSSRSS;sSSRRs;SsRSS;ARSSRrr;SSDSS;RSRrSr;SSSrS.RSSSS;SsSS;sSSrS;AsRsS;SsSs;SRRSSs;SSRRSRS;SRRRr;RSrSsS.R/SR/SR/RS/SR/SS/SS/sR/sD/s,6-1 3-6 8-10,1,F,Hardcourt,01:07:43,TPE,TPE,Ching Wen Hsu,Junri Namigata,TPE,JPN
2016-12-12,0:10:38,Australian Open Australian Wildcard PO,Doubles,WTA,8,Naiktha Bains,Jaimee Fourlis,0,SSSDs;SsrRrR;SsSs;RRSsSS;sDSSA;RSsrSrr;SRSSS.SSrrrSS;sSSS;SRSDRD;RrSssS;RSSrSs;SRrSRSS;sDSSS;sSsRrs;rrrsr,6-1 6-3,1,QF,Hardcourt,01:02:49,AUS,AUS,Abbie Myers,Jeanette Lin,AUS,AUS
2016-12-12,1:29:13,Australian Open Australian Wildcard PO,Doubles,WTA,8,Tammi Patterson,Maddison Inglis,0,ARSRSRr;sRrRR;SRSRRR;rRrD;SRsSS;SSsS;sSDSDS;rSSRSRR;SRRsSrs.rSRRD;DDSSrD;SARRRSR;SrSrSRr;SRRSDsS;SSSRRRs;SSSRrS;SSRSDRS;RRSSRD;rSASS,6-3 6-4,1,QF,Hardcourt,01:14:36,AUS,AUS,Sally Peers,Belinda Woolcock,AUS,AUS
2016-12-12,3:00:20,Australian Open Australian Wildcard PO,Doubles,WTA,8,Kaylah Mcphee,Destanee Aiava,1,rSSRSS;rssrSs;rssrSS;rssss;SSrSrs;SsRsS;rrSArSS;SrSSs;SRsSDrs;SSSDrS;rDSRR;SDDSRR;S/Ss/rS/rr/RR/SS.sSrSDRA;sRDArR;SssRS;rSDRR;ssss;sSrrsrs;DSsrrSs,6(4)-7 1-6,1,QF,Hardcourt,01:17:17,AUS,AUS,Kaitlin Staines,Alicia Smith,AUS,AUS
